Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
07/09/1958,,"Dhaka, Baangladesh",Indian Airlines,,,Douglas C-47A,VT-CYM,19317,3,3,0,Structural failure in the air.
08/09/1958,01:14,"Benghazi, Libya",Central African Airways,,Wadi Halfa - Benina,Vickers Viscount 748D,VP-YNE,102,54,36,0,Crashed into high ground during approach. Misinterpreted or misread altimeter reading. Possible fatigue.
08/12/1958,,"Sakiya Saugye, Japan",All Nippon Airways,,Tokyo - Nagoya,Douglas DC-3,JA5045,7336,33,33,0,Ditched into the sea near Izu Island appoximately 1 hour after taking off after experiencing engine trouble.
08/12/1958,,"Maraso Bay, Brazil",LANSA,,,Douglas DC-4,PP-LEQ,10544,10,10,0,Crashed on approach. Cause unknown.
08/14/1958,03:45,"North AtlantiOcean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,607E,Amsterdam - Shannon - Gander - New York,Lockheed 1049H Super Constellation,PH-LKM,4841,99,99,0,"The aircraft crashed into the sea while en route from Shannon to Gander, Newfoundland. Possible overspeeding of outer propeller."
08/15/1958,,"Nantucket, Massachusett",Northeast Airlines,258,New York City - Nantucket,Convair CV-240-2,N90670,090,34,24,0,"The aircraft crashed 1,450 feet short of the runway while on approach. Poor judgement and technique by the pilot during approach in poor weather conditions."
08/15/1958,,"Near Chita, Russia",Aeroflot,,,Tupolev TU-104-A,CCCP-L5442,,64,64,0,The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight.
09/02/1958,,"Sasnashen, Russia",Military - U.S. Air Force,,,Lockheed C-130A-II Hercules,56-0528,3136,17,17,0,Shot down by Soviet Mig fighters.
09/02/1958,,"London, England",Independent Air Travel,,,Vickers 621 Viking 1,G-AIJE,127,3,3,4,The cargo plane lost an engine on the initial climb and was not able to maintain altitude and crashed.
09/02/1958,06:10,Off Guam,Military - U.S. Air Force,,Guam - Clark AB,Douglas C-124C Globemaster,52-1081A,,19,19,0,The aircraft crashed 35 miles west of Agana Naval Air Station. In-flight fire of unknown origin.
09/05/1958,,"Campina Grande, Brazil",Loide Aereo Nacional,,,Curtiss C-46A-CU,PP-LDX,30288,18,13,0,The aircraft crashed after a second landing attempt. Improper approach procedure. Incorrect forcast provided to the crew.
09/08/1958,,"Near Fairchild AFB, Washington DC",Military - U.S. Air Force / U.S. Air Force,,,Boeing B-52 / Boeing B-52,56-661 / 56-681,,16,13,0,"In VFR conditions the two Boeing B-52 Stratofortress bombers approached the same runway at the same time. The two aircraft rammed into each other 900 feet above the ground and crashed. Eight out of 9 aboard 56-661 were killed. Five out of 7 aboard 56-681 were killed. Operator error, in that the pilots of both aircraft failed to maintain safe separation during VFR conditions."
09/09/1958,,"Mount Oyama, Japan",Flying Tiger Line,,,Lockheed L-1049H Super Constellation,N6920C,4822,8,8,0,Crashed into Mount Oyama 15 miles southwest of Tokyo.
09/15/1958,,"Triel, France",Military - U.S. Air Force,,,Lockheed C-130A Hercules,56-0526,3134,15,15,0,Midair collision.
09/29/1958,,Over the Mediterranean Sea,Middle East Airlines,,Beirut - Rome,Avro 685 York I,OD-ADB,1307,5,5,0,The cargo plane disappeared over the Mediterranean Sea and was never found.
10/09/1958,,"Payette, Idaho",Military - U.S. Air Force,,,Fairchild C-123 Provider,55-4521A,,19,19,0,Crashed and exploded on flat terrain easts of Payette. A loss of control or the incapacitation of one of the pilots may have factored in the accident.
10/14/1958,00:22,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,,,Lockheed 1049E Super Constellation,YV-C-ANC,4575,23,23,0,Crashed into the Alto del Cedro mountain. Premature descent. Navigation error. Lack of navigation facilities in the area.
10/15/1958,,"Villa Montes, Bolivia",TAM (Bolivia),,Fortin Campero - Tarija,Douglas C-47A,TAM-03,13839,20,20,0,Crashed into mountain while en route.
10/17/1958,,"Near Kanash, Russia",Aeroflot,,Peking - Moscow,Tupolev TU-104A,CCCP-42362,,80,80,0,"The plane was on a flight from Peking to Moscow at FL330 when it went out of control. The aircraft experienced extreme turbulence during a climb, stalled and plunged to earth and burned. The captain described everything as it happened as he attempted to recover from the uncontrolled descent, ending the radio transmission with a farewell."
10/18/1958,,"Placentia Bay, Canada",Military - U.S. Navy,,"Patuxent River, NAS - Argentia,NAS",Lockheed WV-2 Super Constellation,Bu141294,,29,11,0,"Crashed 1,000 feet short of the Argentia, NAS runway."
10/22/1958,11:50,"Anzio, Italy",British European Airways,142,London - Napoli,Vickers Viscount 701C,G-ANHC,063,31,31,0,Midair collision with an Italian Air Force F-86. The airliner drifted off course. Neither pilot saw each other before they collided.
11/01/1958,02:01,"Nipe Bay, Cuba",Cubana de Aviacion,495,Miami - Varadero,Vickers Viscount 755D,CU-T603,091,20,17,0,"Hijacked by 4 Cuban rebels, the plane crashed after running out of fuel while attempting to land at Preston Airport."
11/03/1958,20:00,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,,Rome - Belgrade,Douglas C-47-DL,YE-AAB,4345,8,8,0,"The DC-3 was to fly the Yemenite Under Secretary of Foreign Affairs from Rome to Belgrade. The aircraft The aircraft crashed on the western slopes of Mount Porretta at an elevation of 2,690 feet due to a navagation error. Pilot error."
11/08/1958,,"La Paz, Bolivia",TAM (Bolivia),,San Borja - La Paz,Douglas DC-3,TAM-05,,3,3,0,The cargo plane disappeared en route.
11/09/1958,13:21,North AtlantiOcean,ARTOP Aerotopografica LDA,,Cabo Ruivo - Funchal,Martin Mariner,CS-THB,59144,36,36,0,The aircraft was missing on a flight from Cabo Ruivo to Funchal over the North Atlantiafter transmitting an emergency message positioning the aircraft at  36 degrees 40 minutes N 12 degrees W.
11/16/1958,,"Fort Collins, Colorado",Capitol Airways,,,Curtiss C-46F,N1301N,22480,2,2,0,"The cargo plane lost an engine while enroute and crashed. Icing, turbulence."
12/04/1958,17:15,"Guadarrama Mountains, Spain",Aviaco,,Vigo - Madrid,SNCASE Languedoc,EC-ANR,28,21,21,0,Crashed into La Rodilla de la Mujer Muerta while on approach to Madrid. Loss of control due to icing and turbulence.
12/24/1958,11:58,"Winkton, England",BOAC,,Test,Bristol 175 Britannia 312,,,12,9,0,While descending the aircraft struck the ground in heavy fog.
12/26/1958,12:52,"Salisbury, Zimbabwe",Union Aeromaritime de Transport,736,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,F-BGTZ,43827/337,70,3,0,"The aircraft took off into heavy thunderstorms, was not able to maintain height and airspeed and crashed to the ground. The aircraft struck the ground shortly after takeoff as a result of an uncontrollable loss of airspeed and height due to a sudden squall accompanying the onset of a thunderstorm."
12/30/1958,,"Rio de Janeiro, Brazil",VASP,,Rio de Janeiro - Sao Paulo,Saab Scandia,PP-SQE,103,37,21,0,Crashed on takeoff after the No.1 engine failed. Pilot error. Pilot's incorrect handling of controls in flight.
01/13/1962,,"Near Tippi, Ethiopia",Ethiopian Airlines,,Tippi - Jimma,Douglas DC-3,ET-T-1,10053,18,5,1,Swerved off the runway while taking off and struck a structure.
01/06/1959,11:20,"Mt. Pena Blanca, Guatemala",Sahsa Airlines,,Copan - Nuovo Octopeque,Douglas DC-3,XH-SAA,19667,5,5,0,Crashed into Mt. Pena Blanca while en route. The pilot's attempt to fly over mountainous terrain by visual reference to the ground under weather conditions restricting visibility which forced him to descend to a dangerously low altitude.
01/08/1959,20:32,"Mt. Holston, Tennessee",Southeast Airlines,308,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,N18941,2007,10,10,0,"The aircraft struck a mountain during an ILS approach to Tri-City Airport. Pilot's failure to identify an intersection properly, resulting in flying 15 miles beyond the outer marker and descending to an alititude too low to clear high terrain. An inoperative compass was not entered into the aircraft log."
01/11/1959,,"Rio de Janeiro, Brazil",Lufthansa,,Hamburg - Rio de Janeiro,Lockheed 1049G Super Constellation,D-ALAK,4602,39,36,0,"The plane descended over Guanabara Bay in rain, struck the water with the nosewheel and crashed on Flecheiras Beach, short of the runway. Descent below minima for reasons unknown. Crew fatigue possible."
01/14/1959,,"Panther Peak, California",California Air Freight,,"Burbank, CA - Seattle, WA",Curtiss C-46F,N1240N,22404,2,2,0,The cargo plane crashed into Panther Peak while en route.
01/16/1959,21:40,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),,Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,LV-GED,30514,52,51,0,"The aircraft overshot runway and a missed approach procedure was initiated. The plane gradually descended into the ocean just offshore. The pilot was not familiar with the airport and he miscalculated during the instrument approach procedure. The pilot's temporarily confused mental state when he found himself in this critical situation, effectuating his capability and skill."
01/21/1959,,"Near Merida, Venezuela",Linea Expresa Bolivar,,Merida - Lagunillas,Curtiss C-46D-15-CU,YV-C-LBI,33411,4,4,0,"While en route,  flying VFR the plane ran into a cloud covered El Callejon pass  at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot."
01/22/1959,15:00,"Dabouk, Jordan",Air Jordan,601,Jerusalem - Dobouk,Convair CV-240-2,JY-ACB,055,15,10,0,Struck trees during approach and crashed 2.8 miles northwest of Wadi-Es-Sir. Adverse weather conditions.
01/27/1959,06:10,"Brindisi, Italy",Air Charter,,,Avro 688,G-AGRG,1255,6,2,0,"Overran the runway while taking off, cashed and burst into flames. Windshear."
02/01/1959,23:37,"Kerrville, Texas",General Airways,,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,N17314,1924,28,3,0,The aircraft crashed into a hill while attempting an emergency landing after experiencing icing. The captain's poor judgment in continuing into known and dangerous icing conditions.
02/03/1959,01:00,"Mason City, Iowa",Dwyer Flying Service - Private Charter,-,Mason City - Fargo,Beechcraft Bonanza 35,N3794N,D- 1019,4,4,0,"Buddy Holly chartered the plane to fly to Fargo after appearing as part of the Winter Dance Party tour at Clearlake, Iowa.  J.P. 'The Big Bopper' Richardson, who was suffering from the flu, talked Waylon Jenning into giving up his seat. Ricthie Valens won a coin-toss and went in place of Tommy Allsup. He commented 'I never won anything in my life' after winning the coin-toss. The plane took off into deteriorating weather conditions. The pilot, Roger Peterson, was not certified to fly IFR. The wreckage of the plane was found the next morning in a snowy meadow, 5 miles NW of the airport. The plane hit the ground at a high rate of speed and singers Ritchie Valens, 17, Buddy Holly, 22, Jiles P. 'The Big Bopper' Richardson, 28, as well as the pilot, were killed instantly. It appeared, the pilot became disoriented and flew the plane into the ground.  Officially: The pilot's decision to undertake a flight in which the likelihood of encountering IFR conditions existed, when he was not certified to fly IFR. Also, deficiencies in the weather briefing and the pilot's unfamiliarity with the instrument which determines the attitude of the aircraft. In later years, a story appeared in the Iowa Globe Gazette in which a pilot, Al Potter, flying in the vicinity of the aircraft that night, claimed he was in contact with the aircraft shortly before it crashed. Potter stated the pilot radioed he had taken on ice and was losing power."
02/03/1959,23:56,"La Guardia Airport, New York, NY",American Airlines,320,Chicago - New York City,Lockheed  188A Electra,N6101A,1015,73,65,0,"While attempting to land in rain and fog at La Guardia Airport, the aircraft descended below the minimum altitude and crashed into the East River. The aircraft struck the water while in shallow descent at 150 mph with its landing gear and flaps extended. Primarily the crash resulted from the failure of the crew to properly monitor essential instruments for determining attitude due to preoccupation with particular aspects of the aircraft and its environment. Limited experience of the crew with this particular type of aircraft. Erroneous setting of the captain's altimeter. Possibly misinterpretation of the altimeter and rate of descent indicator."
02/17/1959,16:00,"Gatwick, Surrey, England",Turkish Airlines (THY),,Ankara - Istanbul -  London,Vickers Viscount 794D,TC-SEV,429,24,14,0,"While on approach, the jet lost its wings and had its engines torn off as it ploughed 300 yards through the woods and landed upside down with trees embedded in the mangled fuselage and burst into flames. The flight had been diverted to Gatwick because of fog at London.  Cause unknown."
02/18/1959,,"Belen, Chile",Southern Cross Airways,,"Arica, Colombia - Puerto Suarez, Bolilvia",Curtiss C-46A,N68823,26818,5,5,0,The cargo plane was overloaded and could not maintain altitude after losing an engine. Crashed while attempting an emergency landing.
11/21/1959,,"Beirut, Lebanon",Ariana Afghan Airlines,202,Beirut - Tehran,Douglas DC-4,YA-BAG,18367,27,24,0,"Crashed shortly after takeoff, 2.5 miles from Beirut Airport. Navigation error. Possible in-flight fire in the No. 1 engine which induced the pilot to start fire emergency action with a resulting reduction in the rate of turn and the rate of climb."
03/05/1959,11:35,"Managua, Nicaragua",TACA,,Las Mercedes - Tegucigalpa,Vickers Viscount 763,YS-09C,082,19,15,0,"Crashed shortly after takeoff, inverted, into trees. Failure of No. 1 engine on climbout. The non-retraction of the landing gear immediately after the aircraft reached V2. Failure of engine No. 2 a few seconds later. The aircraft banked left, lost altitude and collided with trees. Engine failure cause unknown."
03/12/1959,14:10,"Tobu, India",Indian Airlines,,,Douglas C-47A,VT-CYH,12493,7,5,0,The cargo plane crashed during an attempt by the pilot to clear high terrain under poor visibility conditions. He had previously descended to a low altitude in order to determine his position.
03/13/1959,08:00,"Mahon, Spain",Aviaco,,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,EC-ADH,12776,18,1,0,"The plane banked to the right soon after leaving the ground and crashed to the ground. Strong gust of wind which tilted the aircraft to the right during final approach to land, causing it to crash to the ground"
03/29/1959,,"Near Banga, Central African Republic",Union Aeromaritime de Transport,,,Nord 2501 Noratlas,F-BGZB,2,9,9,0,Crashed while en route in the jungle.
03/29/1959,10:45,"Near Silchar, India",Indian Airlines,,Dum Dum - Agartala-Singerbhil - Kumbhirgram,Douglas DC-3,VT-CGI,20176,24,24,0,Sustained structural failure while flying through a thunderstorm.
03/30/1959,,"Alma, Georgia",Riddle Airlines,402,"Orlando, FL - Atlanta, GA",Curtiss C-46A,N7840B,30242,2,2,0,The cargo plane lost control after a fire broke out in the cargo hold.
04/17/1959,,"Puerto Kino, Mexico",Tigres Voladores,,Mexicale - Guaymas,Curtiss C-46F-1-CU,XA-MIS,22586,26,26,0,Exlpoded and caught fire near Bahia de Kino.  A bomb is believed to have exploded onboard.
04/23/1959,,"Van, Turkey",Air Charter,,"Ankara, Turkey - Bahrain",Avro 688 Super Trader,G-AGRH,1256,12,12,0,"The cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into Mt. Suphan. The winds were stronger than forecast. An accurate bearing could not be obtained at Mus and Van had not been checked.  Sub-normal temperatures would result in a high indicated altimeter reading. Calculations on the flight and contacts with beacons were not coordinated and controlled."
04/29/1959,16:00,"Valdemeca, Spain",Iberia Airlines,,Barcelona - Madrid,Douglas DC-3,EC-ABC,19334,28,28,0,"Crashed into the east slopes of Sierra de Valdemeca after being diverted due to poor weather. Joaquin Blume, Spain's European gymnastics champion, killed. Unfavorable weather made it necessary to deviate from the planned route."
05/02/1959,21:12,"Mallorca, Spain",Austria-Flugdienst,,Palma de Mallorca - Wien,Douglas DC-3,OE-FDA,12210,5,5,0,"Two minutes after reporting at 3,000feet the aircraft struck Alfabia peak at 3,300 feet. Insufficient altitude while flying at normal climb power."
05/12/1959,15:29,"Charleston, West Virginia",Capital Airlines,983,Pittsburg - Charleston,Lockheed C-69 Constellation,N2735A,1978,44,2,0,"The pilot intentionally ground looped the aircraft, which slid down a steep embankment caught fire and burned. Landing too fast on a wet runway under conditions conductive to aquaplaning."
05/12/1959,16:13,"Chase, Maryland",Capital Airlines,75,New York City - Atlanta,Vickers Viscount 745D,N7463,287,31,31,0,"Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day."
05/13/1959,,"Near Toumavista, Peru",Transportes Aereos Peruanas,,Lima - Pucallpa,Curtiss C-46A,OB-WBP-507,26829,12,12,0,Crashed into a hillside while en route.
05/15/1959,,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,,Mar del Plata - Bahia Blanca,Douglas DC-3,LV-AFW,19790,10,10,0,Crashed into the sea during a steep turn following a takeoff at night. Undetermined cause.
05/21/1959,,"Moro, Peru",Lineas Aéreas Interpolar,,Talara  - Arica,Curtiss C-46A-50-CU,CC-CIA-497,30482,8,8,0,Crashed into a  mountain while en route..
06/01/1959,,Nicaragua,Aerolineas Nacionales,,,Curtiss C-46,TI-1020,,60,60,0,"The plane, carrying Nicaraguan rebels was shot down by a Nicaraguan Air Force fighter."
06/23/1959,,"Cerros Baco, Peru",AVIANCA,,Bogota - Lima,Douglas DC-4,HK-135,10418,14,14,0,Crashed into a Cerro Baco mountain.
06/26/1959,17:35,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,891,Milan - Paris,Lockheed 1649A Starliner,N7313C,1015,68,68,0,"While flying from Athens to Chicago, the No. 6 and 7 fuel tanks in the right wing exploded during a storm.  Ignition of gasoline vapors emanating from fuel tank vent pipes by statidischarge after the airliner was hit by lightning."
06/30/1959,10:35,"Ishikawa City, Ryukyu Island, Okinawa",Military - U.S. Air Force,,,North American F-100D-25NA,55-3633A,,1,0,17,"The pilot ejected and parachuted safely from the aircraft after the engine caught fire and the aircraft became uncontrollable. The plane crashed into the Miyamori Primary School compound and the surrounding neighborhood killing 17, of which 11 were students, and injuring another 181.  Because of the subsequent fire in the aftermath of the crash another 158 persons (28 families) were made homeless."
08/03/1959,10:30,"Sagone, India",Kalinga Airlines,,Mohanbari - Along,Douglas DC-3,VT-DGP,9549,6,6,0,Crashed while en route. Navigational error. The pilot entered a wrong valley and stalled the fully loaded aircraft while attempting to turn back.
08/14/1959,17:14,"Karachi, Pakistan",Pakistan International Airlines,,,Vickers 815 Viscount,AP-AJE,337,3,2,0,"The trainee captain attempted a maneuver in disregard of the prescribed limitations of such a maneuver. A two-engine overshoot was attempted at a very low height and below the prescribed minimum speed, when the aircraft was committed to a landing. This resulted in a violent yaw and sharp drop which could not be controlled. The training captain was conversant with the minimum requirements of a two-engine overshoot of the Viscount 815 aircraft but appears to have overestimated his performance."
08/15/1959,16:42,"Calverton, New York",American Airlines,514,Training,Boeing 707-123,N7514A,17641/36,5,5,0,The crew failed to recognize and correct the development of excessive yaw which caused an unintentional rolling maneuver at an altitude too low to permit complete recovery.
08/19/1959,,"Near Barcelona, Spain",Transair,,Barcelona - London,Douglas DC-3,G-AMZD,16112/3286,32,32,0,"Nineteen minutes after taking off and while climbing, the aircraft entered a cloud and struck Mt. Monseny. Pilot did not follow prescribed regulations."
08/27/1959,,"Near Asuncion, Paraguay",Aerolineas Argentinas,,,de Havilland DH-106 Comet 4,LV-AHP,6411,50,2,0,The aircraft descended below MDA and crashed 5 miles short of the runway while on approach to Asuncion. Pilot error.
09/02/1959,,"Abilene, Texas",Aaxico Airlines,,"Abilene, TX - Forth Worth, TX",Curtiss C-46A,N5140B,26809,2,2,0,"The cargo plane took off, rose to 200 ft., stalled and crashed. Elevator control lost. The aft link assembly became disconnected from the clevis in the elevator control horn assembly when an improperly secured bolt backed out."
09/08/1959,,"Poza Rica, Mexico",Mexicana,,Mexico City - Merida,Douglas DC-3,,,16,1,0,"An in-flight explosion occurred in the passenger cabin. A male passenger, who was believed to have been carrying a bomb, fell from the airplane from an altitude of 11,000ft.  A forced landing was made at Poza Rica after a fire broke out in the cabin."
09/12/1959,,"Near Tegucigalpa, Honduras",Pan American World Airways,,San Salvador - Miami,Douglas DC-4,N88900,10504,3,3,0,"Shortly after taking off, the cargo plane deviated from it's intended course and struck a mountain, for reasons unknown."
09/23/1959,18:40,"Sao Paulo, Brazil",VASP,,Sao Paulo - Rio de Janeiro,Saab Scandia 90A-1,PP-SQV,106,20,20,0,Crashed a few minutes after taking off from Sao Paulo Airport. Cause undetermined.
09/24/1959,22:24,"Bordeaux, France",T.A. Intercontinentaux (France),,Bordeaux - Bamako,Douglas DC-7C,F-BIAP,45366/892,65,53,0,"Crashed shortly after takeoff, not gaining altitude and colliding with trees. Crew did not properly monitor altimeter."
09/24/1959,17:20,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,3,Shemya - Cold Bay - Adak - Anchorage,Douglas C-54B,N63396,10486,16,16,0,Crashed into a mountain while on approach to Adak. Improper approach. Crew error. Pilot did not fly in accordance with visual flight rules over hazardous terrain.
09/29/1959,23:09,"Buffalo, Texas",Braniff Airlines,542,Houston - Dallas,Lockheed 188A Electra,N9705C,1090,34,34,0,"In-flight separation of the left wing resulted in the aircraft crashing 3 miles southeast of Buffalo, Texas. A design flaw caused an oscillation known as  mode to transfer propeller wobble to the outboard nacelles which induced flutter in the wing which led to the separation of the wing. One of two accidents with the same cause. See 3/17/1960."
10/26/1959,20:18,"Santa Maria, California",PacifiAir Lines,308,Los Angeles - Oxnard - Santa Maria - Paso Robles,Douglas C-47A-DL,N67589,19656,19,1,1,"Moments after rotation the left engine exploded and caught fire. The elevator of the plane hit a 12,000 volt powerline and crash landed upright sliding 65 feet. The only fatality was the first officer who was thrown clear of the accident still strapped to his seat. The number 5 cylinder of the left engine failed leading to an explosion that deformed the left engine's ring cowl to a degree that cause excessive drag and buffeting that made sustained flight impossible. Maintenance records showed the engine had a troubling number of oil leaks."
10/29/1959,15:25,"Athens, Greece",OlympiAirways,214,Athens - Thessaloniki,Douglas DC-3,SX-BAD,9491,18,18,0,Engine failure on takeoff. The plane crashed 5 minutes later. Failure of the gudgeon pin bearing of the No.6 piston of the left engine.
10/30/1959,20:40,"Waynesborough, Virginia",Piedmont Airlines,349,"Washington DC - Charlottsville, VA",Douglas DC-3,N55V,20447,27,26,0,Crashed into Bucks Elbow Mountain during an ILS approach to Charlottesville Airport. Navigational omission resulting in an off course approach. It took thirty-six hours before the lone survivor was rescued.  A navigational omission which resulted in a lateral course error that was not detected and corrected through precision instrument flying procedures. Mental breakdown of captain during flight.
11/04/1959,23:07,"St. Cleophas, Quebec, Canada",Wheeler Airlines,1658,Montreal - Hall Lake,Douglas C-54A,CF-ILI,10360,5,5,0,The cargo plane exploded in midair while en route after an engine fire.
11/16/1959,00:55,Gulf of Mexico,National Airlines,967,Tampa - New Orleans,Douglas DC-7B,N4891C,45355,42,42,0,"The aircraft crashed into the Gulf of Mexico at 29 degrees 13 minutes N, 88 degrees 40 minutes W or about 108 miles east-southeast of New Orleans, while on a flight from Tampa to New Orleans. Sabotage (explosion of a bomb aboard) was strongly suspected but could never be proven due to lack of physical evidence.  There is a possibility that there is a connection between this crash and the National Airlines crash of January 6, 1960. No one was charged in either case."
11/16/1959,,"Lvov, Ukraine, USSR",Aeroflot,,,Antonov AN-10,CCCP-11167,9401402,40,40,0,Crashed during approach.
11/24/1959,05:35,"Chicago, Illinois",Trans World Airlines,595,Chicago - Los Angeles,Lockheed L-1049H Super Constellation,N102R,4824,3,3,8,"Shortly after taking off the plane experienced a fire warning in the No. 2 engine, shut it down and attempted to return to Midway Airport. During the final approach the aircraft banked in excess of 45 degrees and developed an excessive sink rate. When the aircraft reached the tops of trees its wings were nearly level and its nose was raised in a climbing attitude but the descent continued and the plane crashed one quarter of a mile southeast of the airport. The accident was the consequence of manuvering the aircraft during the turn to final approach in such a manner as to cause a rate of sink from which recovery was not possible. Sometime during the turn the flaps were retracted from 60% to 24% causing a loss of lift."
12/01/1959,09:47,"Willamsport, Pennsylvania",Allegheny Airlines,371,Harrisburg - Willamsport,Martin 202,N174A,9159,26,25,0,"Crashed into Bald Eagle Mountain,13 miles south of Williamsport,  while on an ILS approach to Williamsport.  Probable accidental caging of the fluxgate compass leading to a erroneous heading indication. Captain's failure to execute a timely abandoned approach. There was one passenger who survived."
12/08/1959,16:57,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,,San Andres Island - Cartagena,Curtiss C-46A,HK-515,26941,45,45,0,Disappeared en route. Right landing gear found on Moron Island.  Cause undetermined.
12/13/1959,,"Near Tashkent, Uzbekistan, USSR",Aeroflot,,Kabul - Tashkent,Ilyushin IL-18,,,29,29,0,Crashed into a mountain while en route.
12/17/1959,02:20,"Ketchikan, Alaska",California Aircraft,,Juneau - Annette Island,Consolidated PBY-5A Catalina,N64T,,3,3,0,The cargo plane cashed en route after reporting engine trouble.
12/21/1959,07:16,"Rome, Italy",Alitalia,,Training,Vickers 785D Viscount,I-LIZT,378,2,2,0,Crashed into a hanger during a practice landing. The accident was attributed to a balked landing maneuver carried out below the speed limits for safe directional control of the aircraft during a critical situation that developed in the last phase of the landing in the course of a simulated emergency exercise with two power units inoperative.
12/22/1959,,"Rid de Janeiro, Brazil",VASP,,Rio de Janeiro - Sao Paulo,Vickers Viscount 827 / Fokker AT-6,PP-SRG,401,33,33,10,"Midair collision with a Brazilian Air Force AT-6 Harvard, shortly after takeoff. One killed in the fighter. Failure of both pilots to see and avoid each other."
12/24/1959,05:00,"Palembang, Indonesia",Garuda Indonesia Airlines,330,,Douglas C-47A,PK-GDV,13535,2,1,0,"Shortly after takeoff the cargo plane lost the No. 2 engine, tried to return to the airport but crashed. Failure of the right engine, a lack of precaution on the part of the captain and marginal weather. A contributing factor may have been the overloaded condition of the aircraft, however, not to such an extent that it forced the aircraft to descend to a dangerously low altitude."
12/31/1959,,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,,,Douglas DC-3,CP-584,19226,11,11,0,Crashed on takeoff.
01/03/1960,10:40,"Taksing, India",Indian Airlines,,,Douglas C-47A,VT-CGG,12821,9,9,0,"The cargo plane crashed while dropping supplies and making a narrow turn in a valley. The accident was attributed to an error in navigation which caused the pilot to enter the wrong valley. During an attempt to turn back in a restricted area, the aircraft stalled and crashed."
01/06/1960,02:38,"Wilmington/Bolivia, North Carolina",National Airlines,2511,New York - Miami,Douglas DC-6B,N8225H,43742/300,34,34,0,"The plane disintegrated in flight at 18,000 feet and crashed 1.5 miles northwest of Bolivia, North Carolina. Detonation of a dynamite bomb by means of dry cell batteries, in the vicinity of row 7, in the passenger cabin.  The plane continued to fly for a short time after which the fuselage came apart and the plane crashed in a ball of flames. Julian Frank, who had purchased 1 million dollars in insurance, was suspected of committing suicide by detonating the bomb in his lap or under his seat. There is a possibility Frank may have been an unwitting bomb carrier and that this bombing has something to do with the National Airlines crash of November, 16, 1959. No one was charged in either case."
01/10/1960,15:38,Gulf of Sirte,Military - U.S. Army,,Misurata - Benghazi,de Havilland Canada U-1A Otter,55-2974,47,10,10,0,"Missing, never found."
01/18/1960,22:19,"Charles City, Virginia",Capital Airlines,20,Washington D.C. - Norfolk,Vickers Viscount 745D,N7462,217,50,50,0,"The aircraft crashed and burned in a wooded area, striking the ground in a level attitude. The delayed arming of the engine ice-protection systems while flying through icing conditions, causing eventual flame-out of the four engines. This condition existed for sufficient time to cause a drop in battery electrical energy, preventing the unfeathering and relighting of sufficient engines to maintain flight. The aircraft was then dived in an  effort to attain sufficient airspeed to drive the propellers out of the feathered positions by wind-milling.  At the same time, multiple attempts were made to relight one or more engines. Successful relights were either interrupted by auto-feather action initiated by premature advancing of the throttles prior to complete light up of an engine or prevented by insufficient battery electrical energy. No. 4 engine was eventually  relit and the crew had just successfully relit No. 3 engine when the aircraft crashed."
01/19/1960,18:47,"Ankara, Turkey",Scandinavian Airlines (SAS),871,Istanbul - Ankara,Sud Aviation Caravelle 1,OY-KRB,014/14,42,42,0,"While on a flight from Istanbul to Ankara, Turkey the aircraft crashed while on approach to Esenboga Airport, 6 nm short of the runway. The aircraft struck the ground at an elevation of 3,500 ft, between the Ankara mountain range and the airport. An unintentional descent below the authorized minimum flight altitude during final approach to Esenboga Airport for reasons that could not be determined. The aircraft was named Orm Viking."
05/11/1973,,"Near Semipalatinsk, USSR",Aeroflot,,,Ilyushin IL-18B,SSR-75687,189001202,61,61,0,
