ID,Best Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure
252982,RM,59.0,59.0,49.0,63.0,29.0,62.0,51.0,31.0,57.0,64.0,77.0,76.0,71.0,54.0,47.0,40.0,46.0,70.0,45.0,30.0,45.0,38.0,65.0,55.0,33.0,44.0
246940,LB,51.0,29.0,53.0,57.0,31.0,64.0,31.0,29.0,48.0,62.0,68.0,74.0,74.0,54.0,79.0,23.0,63.0,56.0,49.0,30.0,62.0,58.0,42.0,33.0,40.0,41.0
251494,RW,54.0,61.0,48.0,59.0,42.0,63.0,42.0,32.0,42.0,61.0,85.0,80.0,81.0,55.0,75.0,58.0,57.0,51.0,42.0,51.0,60.0,19.0,59.0,59.0,57.0,44.0
248780,LWB,65.0,26.0,68.0,64.0,28.0,51.0,27.0,27.0,53.0,63.0,73.0,79.0,55.0,55.0,58.0,34.0,84.0,66.0,71.0,17.0,45.0,58.0,25.0,34.0,30.0,52.0
225784,ST,54.0,54.0,54.0,64.0,39.0,67.0,37.0,35.0,48.0,68.0,76.0,75.0,66.0,56.0,66.0,67.0,61.0,59.0,75.0,52.0,41.0,11.0,59.0,37.0,62.0,52.0
240439,CB,23.0,23.0,69.0,55.0,24.0,42.0,22.0,23.0,49.0,47.0,65.0,69.0,49.0,59.0,72.0,55.0,83.0,71.0,81.0,19.0,87.0,64.0,35.0,30.0,36.0,50.0
252590,ST,43.0,65.0,72.0,62.0,55.0,60.0,49.0,37.0,50.0,61.0,60.0,62.0,56.0,58.0,44.0,58.0,70.0,54.0,70.0,53.0,52.0,23.0,63.0,50.0,65.0,55.0
254653,ST,45.0,56.0,59.0,48.0,49.0,52.0,43.0,35.0,40.0,60.0,75.0,56.0,66.0,59.0,74.0,56.0,66.0,75.0,59.0,48.0,48.0,25.0,60.0,62.0,58.0,47.0
242856,CAM,57.0,57.0,32.0,55.0,56.0,64.0,61.0,58.0,48.0,60.0,68.0,67.0,79.0,54.0,80.0,61.0,53.0,43.0,37.0,59.0,37.0,18.0,57.0,58.0,48.0,59.0
248385,ST,42.0,67.0,68.0,55.0,54.0,55.0,41.0,30.0,37.0,60.0,54.0,54.0,52.0,65.0,55.0,62.0,62.0,60.0,66.0,62.0,58.0,25.0,67.0,50.0,36.0,56.0
225550,LW,72.0,69.0,36.0,68.0,39.0,74.0,37.0,36.0,65.0,71.0,59.0,57.0,65.0,59.0,91.0,56.0,29.0,31.0,31.0,37.0,29.0,46.0,63.0,65.0,49.0,50.0
227629,CAM,50.0,47.0,39.0,62.0,42.0,60.0,40.0,42.0,57.0,59.0,67.0,64.0,69.0,53.0,81.0,52.0,55.0,59.0,42.0,52.0,36.0,38.0,53.0,55.0,29.0,54.0
252903,CAM,58.0,49.0,31.0,64.0,46.0,67.0,55.0,42.0,62.0,66.0,69.0,64.0,81.0,51.0,79.0,37.0,61.0,51.0,31.0,41.0,36.0,35.0,54.0,59.0,46.0,57.0
238756,ST,25.0,63.0,61.0,57.0,58.0,62.0,52.0,30.0,31.0,65.0,55.0,60.0,52.0,60.0,55.0,66.0,64.0,68.0,74.0,54.0,61.0,21.0,64.0,55.0,58.0,63.0
252916,ST,34.0,67.0,73.0,48.0,59.0,53.0,41.0,33.0,32.0,58.0,65.0,68.0,55.0,54.0,58.0,58.0,61.0,59.0,67.0,60.0,61.0,22.0,59.0,49.0,61.0,57.0
244114,CB,51.0,36.0,59.0,62.0,31.0,44.0,38.0,40.0,53.0,56.0,62.0,63.0,41.0,55.0,52.0,51.0,66.0,54.0,71.0,42.0,58.0,58.0,32.0,45.0,38.0,51.0
253252,CB,59.0,42.0,70.0,61.0,45.0,55.0,33.0,32.0,60.0,58.0,48.0,53.0,50.0,55.0,60.0,33.0,70.0,55.0,70.0,40.0,55.0,58.0,33.0,25.0,45.0,55.0
252796,ST,47.0,65.0,49.0,51.0,53.0,64.0,59.0,31.0,44.0,62.0,65.0,68.0,68.0,59.0,70.0,56.0,61.0,66.0,54.0,56.0,34.0,23.0,58.0,57.0,56.0,58.0
251816,CAM,52.0,44.0,36.0,57.0,36.0,58.0,47.0,46.0,55.0,60.0,66.0,58.0,68.0,56.0,73.0,50.0,70.0,56.0,44.0,45.0,48.0,46.0,52.0,56.0,45.0,50.0
240672,CAM,51.0,50.0,41.0,61.0,45.0,58.0,32.0,39.0,58.0,62.0,72.0,71.0,66.0,50.0,71.0,52.0,55.0,60.0,47.0,51.0,45.0,40.0,53.0,56.0,40.0,43.0
253550,RM,69.0,46.0,40.0,59.0,35.0,51.0,41.0,42.0,55.0,52.0,59.0,50.0,81.0,40.0,91.0,39.0,72.0,57.0,60.0,35.0,68.0,41.0,65.0,41.0,58.0,61.0
222628,CB,45.0,32.0,50.0,59.0,35.0,50.0,35.0,30.0,50.0,55.0,65.0,72.0,66.0,55.0,70.0,25.0,70.0,52.0,60.0,35.0,60.0,55.0,50.0,59.0,35.0,55.0
251024,CAM,45.0,39.0,36.0,64.0,40.0,60.0,46.0,39.0,59.0,64.0,69.0,67.0,67.0,49.0,75.0,44.0,63.0,56.0,46.0,41.0,38.0,49.0,46.0,58.0,40.0,57.0
235736,ST,36.0,68.0,49.0,43.0,61.0,59.0,53.0,58.0,30.0,62.0,78.0,74.0,71.0,59.0,74.0,61.0,64.0,40.0,57.0,64.0,42.0,15.0,65.0,42.0,59.0,61.0
255882,CDM,39.0,40.0,51.0,64.0,28.0,48.0,36.0,32.0,55.0,61.0,57.0,58.0,51.0,63.0,52.0,38.0,60.0,70.0,64.0,33.0,57.0,58.0,40.0,61.0,37.0,44.0
245895,LM,69.0,55.0,45.0,64.0,40.0,65.0,45.0,32.0,63.0,59.0,73.0,74.0,70.0,45.0,67.0,55.0,43.0,64.0,60.0,50.0,28.0,24.0,55.0,53.0,53.0,48.0
180746,CB,32.0,34.0,64.0,58.0,34.0,49.0,42.0,29.0,57.0,53.0,33.0,32.0,45.0,58.0,47.0,32.0,68.0,72.0,83.0,47.0,65.0,67.0,36.0,55.0,36.0,63.0
213156,RM,52.0,47.0,26.0,54.0,30.0,61.0,34.0,33.0,50.0,59.0,92.0,87.0,72.0,46.0,77.0,52.0,66.0,70.0,67.0,45.0,42.0,25.0,53.0,51.0,45.0,52.0
244550,CAM,38.0,33.0,47.0,63.0,41.0,53.0,35.0,45.0,61.0,53.0,73.0,67.0,61.0,59.0,88.0,58.0,59.0,56.0,39.0,39.0,58.0,37.0,53.0,45.0,47.0,43.0
252297,RM,60.0,67.0,50.0,53.0,55.0,63.0,48.0,47.0,48.0,65.0,69.0,64.0,65.0,44.0,88.0,65.0,45.0,55.0,35.0,46.0,38.0,23.0,51.0,54.0,60.0,56.0
245238,CB,32.0,28.0,66.0,63.0,18.0,34.0,27.0,34.0,49.0,61.0,51.0,64.0,36.0,66.0,48.0,38.0,71.0,67.0,78.0,32.0,70.0,67.0,25.0,35.0,67.0,55.0
203875,CB,36.0,32.0,77.0,51.0,33.0,38.0,36.0,34.0,58.0,53.0,36.0,34.0,47.0,62.0,48.0,52.0,80.0,72.0,82.0,40.0,67.0,64.0,30.0,40.0,36.0,64.0
243532,LM,58.0,54.0,33.0,63.0,47.0,65.0,50.0,36.0,56.0,63.0,77.0,68.0,78.0,52.0,75.0,53.0,58.0,64.0,41.0,55.0,34.0,30.0,58.0,57.0,41.0,57.0
250725,LB,53.0,30.0,59.0,55.0,28.0,59.0,34.0,34.0,35.0,54.0,70.0,69.0,62.0,56.0,65.0,26.0,63.0,69.0,63.0,33.0,54.0,61.0,49.0,39.0,43.0,43.0
244200,CAM,47.0,43.0,38.0,65.0,41.0,56.0,49.0,51.0,61.0,55.0,58.0,60.0,62.0,62.0,67.0,50.0,34.0,58.0,40.0,50.0,42.0,42.0,53.0,62.0,54.0,62.0
254478,RM,55.0,42.0,51.0,58.0,42.0,55.0,40.0,34.0,54.0,56.0,76.0,72.0,68.0,52.0,74.0,58.0,62.0,56.0,50.0,38.0,49.0,37.0,54.0,51.0,46.0,37.0
239443,RB,54.0,22.0,51.0,53.0,26.0,52.0,36.0,37.0,50.0,55.0,77.0,75.0,74.0,49.0,73.0,41.0,60.0,67.0,64.0,25.0,55.0,53.0,44.0,40.0,41.0,39.0
244275,LM,55.0,50.0,39.0,51.0,46.0,60.0,55.0,38.0,40.0,55.0,79.0,79.0,72.0,41.0,80.0,56.0,57.0,47.0,38.0,43.0,43.0,45.0,53.0,48.0,50.0,60.0
222906,ST,43.0,56.0,54.0,44.0,52.0,57.0,50.0,38.0,37.0,55.0,84.0,86.0,76.0,52.0,62.0,55.0,68.0,66.0,60.0,49.0,57.0,33.0,54.0,43.0,52.0,45.0
251418,CAM,48.0,47.0,46.0,64.0,43.0,58.0,46.0,46.0,59.0,56.0,68.0,64.0,57.0,47.0,95.0,53.0,58.0,47.0,31.0,56.0,40.0,29.0,46.0,51.0,44.0,60.0
241858,CB,46.0,27.0,56.0,57.0,28.0,49.0,36.0,29.0,49.0,59.0,53.0,59.0,49.0,60.0,52.0,41.0,65.0,59.0,84.0,35.0,68.0,61.0,39.0,44.0,44.0,59.0
189403,CB,44.0,30.0,72.0,54.0,30.0,36.0,41.0,20.0,51.0,48.0,51.0,52.0,46.0,70.0,48.0,59.0,72.0,62.0,82.0,19.0,84.0,71.0,23.0,27.0,35.0,55.0
236557,ST,40.0,56.0,51.0,52.0,43.0,57.0,48.0,34.0,45.0,56.0,77.0,81.0,68.0,58.0,64.0,54.0,66.0,69.0,68.0,52.0,52.0,30.0,54.0,53.0,52.0,50.0
246794,ST,34.0,62.0,64.0,51.0,57.0,58.0,46.0,38.0,38.0,56.0,63.0,57.0,57.0,58.0,60.0,63.0,70.0,61.0,75.0,55.0,63.0,25.0,60.0,49.0,62.0,58.0
244179,RM,50.0,56.0,33.0,59.0,44.0,66.0,51.0,34.0,42.0,62.0,76.0,70.0,83.0,51.0,86.0,52.0,55.0,55.0,54.0,49.0,54.0,39.0,54.0,49.0,42.0,49.0
226429,RM,48.0,48.0,44.0,56.0,43.0,60.0,46.0,43.0,56.0,60.0,75.0,71.0,76.0,50.0,84.0,53.0,54.0,60.0,40.0,37.0,39.0,27.0,49.0,53.0,51.0,55.0
199916,CB,44.0,23.0,65.0,58.0,15.0,57.0,24.0,37.0,56.0,54.0,39.0,45.0,54.0,53.0,53.0,45.0,63.0,82.0,82.0,42.0,62.0,59.0,22.0,46.0,44.0,56.0
232106,RB,51.0,27.0,48.0,42.0,35.0,61.0,33.0,31.0,37.0,50.0,75.0,76.0,73.0,52.0,67.0,32.0,75.0,62.0,65.0,25.0,51.0,51.0,53.0,34.0,44.0,41.0
45595,CB,58.0,23.0,73.0,60.0,19.0,41.0,38.0,29.0,61.0,51.0,33.0,30.0,34.0,68.0,48.0,60.0,74.0,34.0,81.0,53.0,79.0,78.0,27.0,41.0,49.0,69.0
240756,RM,55.0,49.0,40.0,61.0,45.0,66.0,44.0,43.0,51.0,64.0,76.0,70.0,81.0,54.0,84.0,57.0,56.0,58.0,45.0,45.0,40.0,24.0,55.0,60.0,47.0,44.0
243546,CAM,41.0,38.0,39.0,57.0,44.0,52.0,41.0,42.0,55.0,55.0,68.0,72.0,75.0,53.0,75.0,57.0,69.0,72.0,52.0,55.0,44.0,32.0,42.0,55.0,46.0,50.0
223271,LW,58.0,54.0,39.0,61.0,52.0,73.0,50.0,55.0,48.0,70.0,68.0,64.0,73.0,65.0,76.0,43.0,62.0,34.0,34.0,49.0,29.0,23.0,51.0,53.0,46.0,46.0
218050,CB,30.0,28.0,72.0,58.0,26.0,39.0,30.0,22.0,57.0,59.0,38.0,51.0,58.0,67.0,55.0,50.0,63.0,69.0,75.0,22.0,74.0,77.0,23.0,28.0,40.0,61.0
236800,RM,41.0,47.0,48.0,57.0,31.0,57.0,44.0,30.0,50.0,52.0,81.0,87.0,74.0,54.0,84.0,47.0,59.0,54.0,41.0,38.0,57.0,43.0,53.0,43.0,43.0,37.0
237831,RM,53.0,53.0,29.0,58.0,46.0,64.0,43.0,35.0,52.0,63.0,93.0,91.0,79.0,55.0,78.0,54.0,40.0,55.0,60.0,53.0,26.0,25.0,52.0,59.0,45.0,44.0
247054,CAM,43.0,49.0,53.0,56.0,37.0,51.0,46.0,37.0,54.0,54.0,67.0,56.0,56.0,48.0,54.0,58.0,62.0,60.0,66.0,50.0,50.0,41.0,53.0,54.0,40.0,55.0
254065,RM,65.0,49.0,37.0,59.0,38.0,62.0,41.0,37.0,57.0,69.0,72.0,69.0,77.0,47.0,56.0,48.0,51.0,79.0,61.0,48.0,39.0,22.0,58.0,55.0,39.0,45.0
255015,CAM,49.0,58.0,45.0,56.0,53.0,63.0,55.0,37.0,48.0,62.0,77.0,78.0,77.0,53.0,83.0,61.0,50.0,53.0,43.0,54.0,35.0,20.0,54.0,58.0,58.0,46.0
253301,ST,51.0,69.0,65.0,60.0,49.0,57.0,38.0,36.0,47.0,64.0,57.0,58.0,69.0,58.0,61.0,59.0,76.0,68.0,63.0,58.0,41.0,29.0,64.0,39.0,47.0,46.0
203809,CB,29.0,29.0,65.0,49.0,29.0,41.0,27.0,28.0,48.0,51.0,71.0,70.0,52.0,58.0,66.0,45.0,84.0,77.0,86.0,38.0,64.0,54.0,26.0,26.0,31.0,51.0
233185,ST,58.0,65.0,53.0,56.0,45.0,63.0,43.0,32.0,42.0,61.0,67.0,66.0,60.0,50.0,74.0,60.0,57.0,70.0,60.0,55.0,48.0,15.0,64.0,54.0,60.0,52.0
228359,RM,54.0,52.0,48.0,60.0,36.0,55.0,49.0,37.0,55.0,57.0,65.0,67.0,75.0,56.0,77.0,55.0,49.0,65.0,58.0,34.0,52.0,39.0,52.0,57.0,44.0,42.0
243646,CAM,48.0,65.0,52.0,65.0,45.0,65.0,44.0,41.0,55.0,66.0,67.0,60.0,62.0,58.0,64.0,56.0,69.0,64.0,63.0,55.0,32.0,14.0,61.0,64.0,62.0,62.0
254886,LM,59.0,53.0,41.0,61.0,42.0,66.0,41.0,41.0,64.0,64.0,68.0,67.0,71.0,45.0,56.0,56.0,40.0,70.0,49.0,43.0,68.0,28.0,52.0,51.0,42.0,53.0
255992,RB,58.0,32.0,61.0,57.0,29.0,49.0,34.0,36.0,45.0,64.0,64.0,62.0,70.0,66.0,69.0,42.0,60.0,58.0,51.0,37.0,41.0,51.0,42.0,30.0,48.0,42.0
216387,ST,30.0,63.0,63.0,50.0,59.0,61.0,32.0,27.0,29.0,63.0,70.0,75.0,71.0,61.0,63.0,68.0,62.0,53.0,81.0,55.0,53.0,23.0,59.0,36.0,61.0,63.0
240599,ST,32.0,65.0,60.0,48.0,55.0,65.0,60.0,72.0,34.0,63.0,69.0,69.0,62.0,52.0,70.0,59.0,61.0,57.0,54.0,60.0,33.0,20.0,54.0,45.0,55.0,65.0
213305,ST,44.0,64.0,65.0,61.0,61.0,59.0,58.0,59.0,49.0,63.0,53.0,61.0,48.0,54.0,32.0,70.0,31.0,42.0,90.0,55.0,53.0,18.0,65.0,58.0,61.0,60.0
256144,ST,40.0,60.0,55.0,60.0,40.0,58.0,40.0,35.0,45.0,55.0,61.0,63.0,55.0,55.0,63.0,46.0,54.0,60.0,60.0,55.0,50.0,40.0,61.0,55.0,40.0,41.0
233602,ST,29.0,68.0,67.0,50.0,54.0,55.0,30.0,31.0,31.0,59.0,69.0,76.0,49.0,56.0,64.0,67.0,70.0,55.0,71.0,51.0,56.0,19.0,66.0,43.0,64.0,63.0
247559,RB,54.0,31.0,48.0,54.0,37.0,47.0,42.0,32.0,43.0,54.0,66.0,65.0,48.0,53.0,69.0,56.0,62.0,60.0,53.0,41.0,69.0,55.0,43.0,45.0,34.0,54.0
239191,ST,32.0,71.0,65.0,47.0,61.0,60.0,47.0,40.0,42.0,62.0,53.0,51.0,57.0,57.0,51.0,64.0,67.0,54.0,64.0,70.0,32.0,12.0,68.0,45.0,67.0,52.0
210255,ST,59.0,59.0,75.0,57.0,43.0,59.0,34.0,25.0,44.0,58.0,68.0,72.0,45.0,51.0,66.0,68.0,74.0,50.0,88.0,57.0,67.0,15.0,57.0,38.0,57.0,55.0
198904,CB,29.0,30.0,72.0,51.0,32.0,40.0,33.0,35.0,48.0,43.0,53.0,49.0,48.0,65.0,51.0,40.0,82.0,50.0,80.0,36.0,78.0,69.0,33.0,39.0,40.0,66.0
243191,CB,45.0,31.0,59.0,35.0,37.0,40.0,28.0,38.0,49.0,39.0,66.0,58.0,67.0,52.0,67.0,64.0,70.0,69.0,76.0,47.0,71.0,60.0,27.0,38.0,44.0,49.0
244783,CB,43.0,37.0,53.0,59.0,30.0,53.0,42.0,41.0,59.0,59.0,64.0,68.0,65.0,61.0,71.0,46.0,64.0,39.0,56.0,32.0,57.0,51.0,31.0,39.0,41.0,58.0
248426,RWB,46.0,45.0,50.0,55.0,38.0,56.0,52.0,45.0,51.0,59.0,64.0,56.0,63.0,50.0,63.0,47.0,39.0,65.0,65.0,42.0,39.0,55.0,45.0,54.0,50.0,61.0
244770,CAM,45.0,48.0,34.0,63.0,44.0,64.0,50.0,48.0,59.0,61.0,67.0,67.0,71.0,51.0,67.0,55.0,53.0,62.0,50.0,42.0,41.0,32.0,50.0,54.0,43.0,57.0
222346,CB,34.0,19.0,65.0,59.0,24.0,31.0,24.0,25.0,53.0,56.0,66.0,65.0,58.0,78.0,71.0,45.0,65.0,75.0,71.0,23.0,66.0,66.0,24.0,29.0,38.0,59.0
225462,CAM,35.0,57.0,55.0,60.0,52.0,63.0,56.0,37.0,54.0,59.0,79.0,74.0,66.0,61.0,78.0,57.0,59.0,57.0,50.0,50.0,34.0,13.0,59.0,58.0,61.0,52.0
256125,RM,63.0,58.0,44.0,60.0,51.0,69.0,52.0,45.0,44.0,68.0,71.0,69.0,66.0,57.0,75.0,68.0,43.0,58.0,43.0,54.0,30.0,20.0,56.0,55.0,52.0,51.0
216355,LM,45.0,61.0,47.0,56.0,46.0,58.0,52.0,45.0,42.0,59.0,68.0,72.0,79.0,50.0,68.0,47.0,51.0,63.0,72.0,57.0,55.0,17.0,52.0,59.0,57.0,51.0
224307,RB,55.0,30.0,50.0,59.0,29.0,59.0,33.0,30.0,51.0,62.0,69.0,76.0,71.0,56.0,58.0,32.0,61.0,61.0,56.0,28.0,48.0,54.0,44.0,46.0,39.0,41.0
236447,ST,30.0,64.0,66.0,62.0,57.0,61.0,32.0,25.0,48.0,62.0,68.0,65.0,68.0,63.0,59.0,72.0,60.0,53.0,68.0,54.0,73.0,18.0,64.0,41.0,60.0,59.0
250827,CAM,43.0,60.0,43.0,51.0,53.0,64.0,59.0,50.0,50.0,63.0,74.0,72.0,76.0,51.0,75.0,57.0,58.0,51.0,41.0,52.0,34.0,21.0,47.0,60.0,52.0,57.0
243469,LM,55.0,44.0,45.0,57.0,49.0,66.0,49.0,44.0,54.0,60.0,66.0,65.0,61.0,51.0,73.0,65.0,45.0,60.0,42.0,45.0,38.0,22.0,52.0,55.0,66.0,58.0
253616,CDM,40.0,32.0,36.0,53.0,36.0,51.0,35.0,32.0,47.0,49.0,72.0,67.0,68.0,60.0,38.0,30.0,71.0,82.0,60.0,38.0,52.0,63.0,64.0,64.0,28.0,54.0
219582,CB,51.0,41.0,73.0,65.0,24.0,30.0,24.0,25.0,56.0,56.0,42.0,42.0,56.0,58.0,47.0,34.0,54.0,73.0,86.0,56.0,65.0,64.0,23.0,51.0,36.0,59.0
240998,ST,45.0,54.0,44.0,45.0,56.0,45.0,45.0,44.0,39.0,56.0,69.0,67.0,62.0,48.0,70.0,61.0,59.0,62.0,57.0,57.0,29.0,39.0,46.0,53.0,62.0,57.0
212455,CAM,50.0,61.0,36.0,59.0,61.0,73.0,61.0,54.0,58.0,75.0,75.0,67.0,77.0,60.0,70.0,59.0,43.0,49.0,38.0,63.0,20.0,15.0,47.0,62.0,58.0,57.0
233842,CAM,39.0,36.0,46.0,60.0,28.0,57.0,34.0,36.0,57.0,60.0,62.0,64.0,60.0,58.0,69.0,49.0,59.0,57.0,68.0,33.0,53.0,43.0,58.0,57.0,43.0,42.0
242850,RB,54.0,28.0,48.0,50.0,34.0,62.0,48.0,37.0,35.0,57.0,68.0,66.0,69.0,55.0,68.0,31.0,61.0,63.0,55.0,32.0,56.0,60.0,55.0,43.0,28.0,41.0
244820,RB,57.0,27.0,56.0,53.0,27.0,61.0,31.0,29.0,37.0,56.0,74.0,71.0,53.0,56.0,53.0,22.0,58.0,73.0,74.0,27.0,64.0,62.0,48.0,40.0,38.0,63.0
251017,CB,51.0,21.0,56.0,61.0,32.0,37.0,31.0,27.0,49.0,46.0,62.0,55.0,62.0,48.0,81.0,51.0,64.0,82.0,67.0,42.0,65.0,57.0,32.0,37.0,38.0,41.0
237448,CB,36.0,29.0,64.0,66.0,26.0,58.0,28.0,22.0,63.0,50.0,59.0,54.0,53.0,67.0,61.0,44.0,71.0,64.0,71.0,29.0,74.0,69.0,25.0,27.0,39.0,53.0
225558,RM,48.0,49.0,36.0,57.0,36.0,58.0,38.0,22.0,54.0,57.0,71.0,73.0,76.0,50.0,70.0,41.0,53.0,74.0,58.0,51.0,39.0,39.0,48.0,56.0,51.0,46.0
213673,RM,54.0,56.0,50.0,50.0,38.0,64.0,55.0,36.0,44.0,58.0,93.0,94.0,71.0,52.0,69.0,51.0,67.0,63.0,59.0,53.0,29.0,19.0,52.0,53.0,55.0,45.0
237522,CB,40.0,27.0,67.0,65.0,31.0,29.0,29.0,26.0,58.0,55.0,51.0,58.0,57.0,65.0,63.0,55.0,67.0,63.0,60.0,36.0,67.0,66.0,21.0,45.0,44.0,57.0
255996,CDM,38.0,35.0,45.0,64.0,35.0,31.0,36.0,34.0,59.0,61.0,57.0,61.0,58.0,63.0,55.0,41.0,57.0,64.0,71.0,32.0,56.0,62.0,37.0,58.0,41.0,44.0
248131,RM,49.0,34.0,48.0,62.0,39.0,58.0,48.0,34.0,58.0,57.0,69.0,69.0,67.0,51.0,65.0,54.0,60.0,54.0,60.0,46.0,57.0,42.0,59.0,55.0,43.0,51.0
244206,CB,21.0,21.0,68.0,66.0,22.0,28.0,21.0,32.0,57.0,58.0,65.0,61.0,48.0,75.0,55.0,42.0,69.0,73.0,71.0,16.0,78.0,74.0,26.0,33.0,40.0,67.0
235076,CAM,59.0,56.0,39.0,58.0,45.0,63.0,47.0,51.0,41.0,62.0,73.0,73.0,71.0,49.0,71.0,57.0,42.0,56.0,58.0,61.0,45.0,21.0,56.0,55.0,40.0,58.0
219956,LB,59.0,31.0,65.0,53.0,27.0,45.0,37.0,27.0,47.0,54.0,72.0,74.0,54.0,57.0,59.0,29.0,62.0,69.0,67.0,24.0,58.0,62.0,38.0,30.0,37.0,59.0
213864,CB,46.0,33.0,60.0,51.0,34.0,42.0,39.0,36.0,48.0,54.0,53.0,46.0,53.0,60.0,55.0,43.0,71.0,71.0,66.0,37.0,62.0,61.0,36.0,38.0,43.0,68.0
254968,RM,58.0,51.0,45.0,60.0,51.0,62.0,52.0,55.0,54.0,60.0,74.0,69.0,79.0,46.0,78.0,55.0,69.0,52.0,42.0,56.0,32.0,23.0,52.0,49.0,52.0,57.0
253007,RM,53.0,51.0,39.0,63.0,45.0,63.0,42.0,40.0,56.0,61.0,76.0,73.0,74.0,53.0,81.0,56.0,50.0,58.0,33.0,39.0,44.0,23.0,57.0,56.0,45.0,50.0
246329,ST,55.0,68.0,60.0,59.0,53.0,59.0,45.0,40.0,50.0,59.0,68.0,71.0,61.0,59.0,59.0,59.0,62.0,60.0,61.0,59.0,33.0,14.0,62.0,54.0,64.0,49.0
244095,RM,58.0,57.0,40.0,53.0,42.0,60.0,43.0,37.0,41.0,61.0,80.0,84.0,74.0,47.0,77.0,60.0,65.0,63.0,57.0,46.0,41.0,24.0,49.0,47.0,52.0,50.0
176472,CB,32.0,32.0,65.0,61.0,23.0,37.0,31.0,40.0,49.0,47.0,60.0,47.0,60.0,63.0,35.0,45.0,80.0,50.0,76.0,42.0,52.0,65.0,43.0,54.0,55.0,56.0
254623,LM,62.0,55.0,36.0,58.0,39.0,60.0,42.0,32.0,59.0,66.0,77.0,63.0,72.0,62.0,58.0,49.0,49.0,64.0,66.0,49.0,49.0,20.0,60.0,58.0,49.0,44.0
218587,CB,47.0,31.0,57.0,56.0,31.0,43.0,49.0,29.0,55.0,53.0,62.0,65.0,58.0,51.0,60.0,39.0,57.0,68.0,65.0,29.0,55.0,51.0,47.0,45.0,38.0,47.0
248725,RM,55.0,41.0,38.0,66.0,27.0,58.0,28.0,31.0,55.0,62.0,65.0,52.0,51.0,61.0,57.0,58.0,61.0,61.0,69.0,54.0,55.0,54.0,51.0,39.0,30.0,49.0
239189,LW,60.0,55.0,33.0,59.0,45.0,69.0,58.0,34.0,48.0,65.0,76.0,74.0,78.0,58.0,83.0,59.0,34.0,55.0,42.0,48.0,33.0,20.0,62.0,58.0,47.0,49.0
240543,CB,38.0,25.0,62.0,58.0,34.0,40.0,27.0,27.0,51.0,47.0,61.0,61.0,51.0,59.0,59.0,56.0,70.0,66.0,71.0,26.0,62.0,60.0,32.0,45.0,44.0,61.0
200065,CB,39.0,29.0,75.0,64.0,29.0,57.0,37.0,39.0,68.0,59.0,34.0,36.0,36.0,64.0,31.0,68.0,65.0,34.0,90.0,24.0,70.0,61.0,37.0,48.0,41.0,54.0
239245,ST,43.0,60.0,53.0,58.0,53.0,62.0,40.0,34.0,35.0,59.0,82.0,82.0,68.0,56.0,55.0,59.0,58.0,63.0,70.0,46.0,44.0,29.0,58.0,52.0,58.0,49.0
238837,CB,30.0,20.0,75.0,59.0,29.0,37.0,30.0,32.0,56.0,48.0,58.0,55.0,57.0,66.0,62.0,40.0,71.0,62.0,80.0,25.0,60.0,71.0,39.0,32.0,37.0,58.0
163254,CB,43.0,33.0,65.0,54.0,24.0,51.0,40.0,32.0,52.0,52.0,63.0,55.0,67.0,60.0,55.0,28.0,72.0,78.0,68.0,20.0,62.0,62.0,41.0,56.0,20.0,61.0
229266,CB,34.0,23.0,62.0,67.0,34.0,51.0,25.0,32.0,55.0,62.0,51.0,57.0,47.0,71.0,57.0,43.0,66.0,62.0,76.0,24.0,63.0,74.0,23.0,31.0,40.0,50.0
251226,RM,60.0,52.0,42.0,58.0,41.0,66.0,44.0,40.0,46.0,63.0,66.0,78.0,74.0,48.0,62.0,49.0,59.0,64.0,61.0,47.0,47.0,25.0,53.0,50.0,53.0,48.0
252920,ST,43.0,69.0,74.0,53.0,46.0,66.0,47.0,42.0,38.0,58.0,55.0,64.0,52.0,60.0,75.0,58.0,69.0,59.0,47.0,67.0,30.0,20.0,60.0,54.0,70.0,52.0
246563,CB,47.0,21.0,61.0,57.0,20.0,40.0,48.0,26.0,48.0,52.0,68.0,68.0,69.0,63.0,62.0,35.0,77.0,71.0,77.0,15.0,68.0,62.0,23.0,30.0,34.0,54.0
255923,CAM,45.0,57.0,31.0,55.0,55.0,69.0,67.0,39.0,47.0,65.0,77.0,71.0,77.0,59.0,73.0,61.0,57.0,55.0,27.0,59.0,44.0,16.0,53.0,57.0,53.0,63.0
251158,RB,51.0,35.0,45.0,50.0,25.0,61.0,50.0,31.0,55.0,55.0,63.0,65.0,60.0,56.0,70.0,25.0,65.0,64.0,60.0,27.0,49.0,55.0,44.0,39.0,39.0,43.0
251151,ST,57.0,63.0,62.0,50.0,59.0,62.0,62.0,38.0,39.0,60.0,67.0,66.0,58.0,63.0,64.0,65.0,64.0,58.0,62.0,61.0,30.0,14.0,64.0,53.0,60.0,58.0
