ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
212616, R. De Paul,26,https://cdn.sofifa.com/players/212/616/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,79,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,€10.5M,€19K,2016,Right,1.0,3.0,4.0,High/ Low,Normal (170-185),No,"<span class=""pos pos13"">RCM",10.0,"Jul 27, 2016",nan,2024,5'10,154lbs,77.0,74.0,50.0,80.0,64.0,84.0,80.0,68.0,77.0,84.0,78.0,72.0,77.0,77.0,73.0,79.0,57.0,74.0,62.0,80.0,58.0,56.0,76.0,80.0,70.0,78.0,nan,59.0,48.0,13.0,12.0,10.0,7.0,14.0,CAM,82.0,€19.7M,46.0
172143, L. Schøne,34,https://cdn.sofifa.com/players/172/143/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,75,75,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,€3.2M,€17K,2016,Right,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",20.0,"Aug 8, 2019",nan,2021,5'10,172lbs,80.0,67.0,60.0,81.0,84.0,75.0,85.0,87.0,78.0,82.0,47.0,37.0,64.0,69.0,73.0,83.0,71.0,61.0,55.0,82.0,65.0,76.0,66.0,79.0,76.0,74.0,nan,54.0,48.0,16.0,16.0,9.0,12.0,11.0,CM,75.0,€5.8M,67.0
202024, R. Freuler,28,https://cdn.sofifa.com/players/202/024/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,78,78,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,€10.5M,€54K,2016,Right,2.0,3.0,4.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos15"">LCM",11.0,"Jan 20, 2016",nan,2022,5'11,176lbs,72.0,65.0,41.0,79.0,68.0,77.0,60.0,70.0,77.0,79.0,68.0,66.0,69.0,80.0,61.0,73.0,56.0,83.0,64.0,75.0,64.0,77.0,77.0,75.0,61.0,80.0,nan,76.0,71.0,12.0,8.0,9.0,14.0,13.0,CM,78.0,€17.9M,76.0
218745, O. Ntcham,24,https://cdn.sofifa.com/players/218/745/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,73,80,Celtic,https://cdn.sofifa.com/teams/78/light_30.png,€5.5M,€34K,2016,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",21.0,"Jul 12, 2017",nan,2022,5'11,181lbs,68.0,66.0,51.0,76.0,66.0,76.0,71.0,68.0,75.0,77.0,72.0,70.0,75.0,62.0,78.0,76.0,72.0,75.0,76.0,72.0,66.0,67.0,68.0,75.0,72.0,77.0,nan,68.0,62.0,8.0,14.0,14.0,6.0,6.0,CAM,75.0,€11M,68.0
237960, Mama Baldé,24,https://cdn.sofifa.com/players/237/960/20_60.png,Guinea Bissau,https://cdn.sofifa.com/flags/gw.png,75,79,Dijon FCO,https://cdn.sofifa.com/teams/110569/light_30.png,€8.5M,€13K,2016,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos12"">RM",17.0,"Jul 1, 2019",nan,2022,5'9,152lbs,70.0,74.0,74.0,70.0,68.0,75.0,73.0,39.0,66.0,72.0,84.0,92.0,73.0,75.0,67.0,79.0,79.0,77.0,70.0,66.0,80.0,67.0,76.0,63.0,48.0,66.0,nan,65.0,63.0,6.0,12.0,13.0,13.0,6.0,ST,77.0,€17.6M,61.0
177820, 15 Cristian,31,https://cdn.sofifa.com/players/177/820/15_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,73,Fenerbahçe SK,https://cdn.sofifa.com/teams/326/light_30.png,€2M,€50K,2016,Right,1.0,2.0,2.0,Medium/ Low,Normal (170-185),No,"<span class=""pos pos28"">SUB",16.0,"Jul 1, 2009",nan,2015,5'11,165lbs,70.0,64.0,63.0,76.0,44.0,68.0,67.0,78.0,77.0,70.0,72.0,71.0,63.0,72.0,57.0,84.0,49.0,84.0,75.0,78.0,78.0,72.0,70.0,70.0,78.0,nan,72.0,72.0,66.0,13.0,12.0,15.0,7.0,9.0,CDM,74.0,nan,nan
226807, C. Roldan,25,https://cdn.sofifa.com/players/226/807/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,74,80,Seattle Sounders FC,https://cdn.sofifa.com/teams/111144/light_30.png,€7M,€7K,2015,Right,1.0,4.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos11"">LDM",7.0,"Jan 15, 2015",nan,2020,5'8,165lbs,64.0,65.0,63.0,76.0,49.0,73.0,72.0,40.0,73.0,72.0,71.0,71.0,77.0,70.0,84.0,73.0,83.0,91.0,69.0,63.0,78.0,68.0,67.0,67.0,65.0,71.0,nan,71.0,71.0,13.0,7.0,12.0,16.0,11.0,CDM,75.0,€11.9M,70.0
208334, J. Hector,30,https://cdn.sofifa.com/players/208/334/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,77,77,1. FC Köln,https://cdn.sofifa.com/teams/31/light_30.png,€7.5M,€26K,2015,Left,3.0,4.0,3.0,Medium/ Medium,Normal (185+),Yes,"<span class=""pos pos11"">LDM",14.0,"Feb 25, 2012",nan,2023,6'1,165lbs,78.0,55.0,68.0,76.0,51.0,74.0,65.0,65.0,72.0,78.0,72.0,67.0,68.0,78.0,68.0,69.0,66.0,78.0,75.0,61.0,70.0,78.0,59.0,72.0,65.0,75.0,nan,78.0,77.0,9.0,10.0,10.0,12.0,14.0,CDM,77.0,€13.5M,77.0
223926, S. Bastien,23,https://cdn.sofifa.com/players/223/926/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,74,79,Standard de Liège,https://cdn.sofifa.com/teams/232/light_30.png,€7.5M,€13K,2015,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",28.0,"Jul 1, 2018",nan,2022,5'9,165lbs,68.0,62.0,54.0,76.0,68.0,75.0,77.0,68.0,74.0,77.0,74.0,68.0,74.0,73.0,76.0,69.0,81.0,82.0,64.0,74.0,73.0,71.0,67.0,73.0,65.0,67.0,nan,66.0,57.0,8.0,7.0,9.0,7.0,8.0,CM,76.0,€11.8M,70.0
112847, 18 J. Jones,35,https://cdn.sofifa.com/players/112/847/18_60.png,United States,https://cdn.sofifa.com/flags/us.png,73,73,LA Galaxy,https://cdn.sofifa.com/teams/697/light_30.png,€950K,€6K,2015,Right,2.0,4.0,2.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos13"">RCM",13.0,"Jan 18, 2017",nan,2022,6'0,172lbs,66.0,62.0,73.0,71.0,65.0,68.0,65.0,60.0,74.0,72.0,61.0,68.0,67.0,69.0,66.0,84.0,78.0,81.0,83.0,69.0,92.0,67.0,66.0,71.0,68.0,69.0,68.0,70.0,68.0,12.0,8.0,6.0,11.0,6.0,CDM,73.0,€1.4M,nan
178213, E. Capoue,31,https://cdn.sofifa.com/players/178/213/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,78,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,€8M,€20K,2015,Right,2.0,3.0,3.0,Medium/ Medium,Lean (185+),Yes,"<span class=""pos pos28"">SUB",29.0,"Jul 6, 2015",nan,2022,6'3,192lbs,69.0,69.0,72.0,78.0,69.0,73.0,67.0,71.0,77.0,78.0,50.0,52.0,36.0,78.0,61.0,77.0,72.0,77.0,78.0,72.0,76.0,82.0,73.0,65.0,54.0,75.0,nan,77.0,76.0,12.0,11.0,11.0,14.0,12.0,CDM,78.0,€14.4M,76.0
176600, K. Gameiro,33,https://cdn.sofifa.com/players/176/600/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,79,79,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,€8M,€43K,2015,Right,3.0,4.0,3.0,Medium/ Medium,Stocky (170-185),Yes,"<span class=""pos pos24"">RS",9.0,"Aug 13, 2018",nan,2021,5'8,154lbs,69.0,80.0,67.0,79.0,78.0,74.0,74.0,70.0,69.0,76.0,85.0,87.0,79.0,79.0,75.0,82.0,83.0,69.0,64.0,73.0,66.0,38.0,83.0,75.0,81.0,80.0,nan,33.0,39.0,6.0,10.0,8.0,8.0,6.0,ST,79.0,€16.8M,50.0
4098, 17 Tiago,35,https://cdn.sofifa.com/players/004/098/17_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,81,81,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,€5.5M,€50K,2015,Right,3.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",5.0,"Jul 17, 2011",nan,2023,6'0,157lbs,61.0,62.0,75.0,84.0,67.0,70.0,75.0,68.0,83.0,83.0,54.0,55.0,60.0,77.0,56.0,77.0,76.0,67.0,76.0,75.0,83.0,71.0,74.0,82.0,57.0,78.0,53.0,77.0,69.0,6.0,8.0,12.0,8.0,14.0,CM,79.0,nan,nan
232099, M. Grujić,24,https://cdn.sofifa.com/players/232/099/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,75,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€9M,€58K,2014,Right,1.0,3.0,3.0,High/ Medium,Lean (185+),Yes,"<span class=""pos pos29"">RES",16.0,"Jan 6, 2016",nan,2023,6'3,190lbs,62.0,72.0,78.0,75.0,62.0,80.0,65.0,51.0,73.0,80.0,58.0,64.0,67.0,77.0,56.0,76.0,76.0,74.0,77.0,67.0,75.0,72.0,75.0,77.0,57.0,81.0,nan,70.0,70.0,9.0,14.0,8.0,12.0,13.0,CM,77.0,€18.5M,72.0
41, Iniesta,36,https://cdn.sofifa.com/players/000/041/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,81,Vissel Kobe,https://cdn.sofifa.com/teams/101146/light_30.png,€5.5M,€12K,2014,Right,4.0,4.0,4.0,High/ Medium,Normal (170-),Yes,"<span class=""pos pos15"">LCM",8.0,"Jul 16, 2018",nan,2021,5'7,150lbs,75.0,69.0,54.0,90.0,79.0,85.0,80.0,70.0,83.0,90.0,61.0,56.0,79.0,75.0,75.0,67.0,40.0,58.0,62.0,70.0,58.0,70.0,78.0,93.0,71.0,89.0,nan,57.0,56.0,6.0,13.0,6.0,13.0,7.0,CAM,82.0,€7.2M,68.0
198006, J. Toornstra,31,https://cdn.sofifa.com/players/198/006/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,75,75,Feyenoord,https://cdn.sofifa.com/teams/246/light_30.png,€5.5M,€14K,2014,Right,1.0,2.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",28.0,"Aug 25, 2014",nan,2022,5'10,163lbs,76.0,72.0,62.0,77.0,81.0,72.0,74.0,73.0,76.0,74.0,55.0,64.0,64.0,73.0,72.0,82.0,48.0,90.0,70.0,78.0,69.0,68.0,74.0,73.0,56.0,76.0,nan,60.0,59.0,14.0,15.0,16.0,6.0,6.0,CM,75.0,€7.7M,65.0
211354, M. Benassi,25,https://cdn.sofifa.com/players/211/354/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,74,75,Hellas Verona,https://cdn.sofifa.com/teams/206/light_30.png,€6.5M,€22K,2014,Right,2.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",24.0,nan,"<a href=""/team/110374/fiorentina/"">Fiorentina</a>","Jun 30, 2021",6'0,176lbs,68.0,66.0,68.0,78.0,70.0,76.0,68.0,64.0,74.0,78.0,63.0,60.0,72.0,72.0,68.0,80.0,66.0,76.0,72.0,74.0,74.0,70.0,74.0,70.0,52.0,72.0,nan,74.0,70.0,11.0,7.0,5.0,12.0,14.0,CM,75.0,nan,68.0
181573, O. Akhmedov,32,https://cdn.sofifa.com/players/181/573/20_60.png,Uzbekistan,https://cdn.sofifa.com/flags/uz.png,73,73,Tianjin TEDA FC,https://cdn.sofifa.com/teams/111774/light_30.png,€3M,€13K,2014,Right,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",25.0,nan,"<a href=""/team/112540/shanghai-sipg-fc/"">Shanghai SIPG FC</a>","Dec 31, 2020",5'11,165lbs,68.0,69.0,61.0,74.0,59.0,69.0,58.0,65.0,71.0,71.0,71.0,65.0,70.0,75.0,75.0,72.0,71.0,76.0,70.0,72.0,68.0,71.0,70.0,76.0,64.0,72.0,nan,72.0,71.0,11.0,12.0,16.0,12.0,14.0,CM,73.0,nan,75.0
112392, 17 A. Emaná,34,https://cdn.sofifa.com/players/112/392/17_60.png,Cameroon,https://cdn.sofifa.com/flags/cm.png,75,75,Gimnàstic de Tarragona,https://cdn.sofifa.com/teams/15019/light_30.png,€2.2M,€10K,2014,Right,1.0,3.0,4.0,Medium/ Low,Stocky (170-185),No,"<span class=""pos pos28"">SUB",25.0,"Jan 1, 2017",nan,2023,5'11,170lbs,67.0,70.0,69.0,78.0,71.0,77.0,73.0,70.0,68.0,80.0,66.0,68.0,63.0,71.0,75.0,79.0,65.0,68.0,91.0,72.0,70.0,55.0,70.0,77.0,76.0,80.0,44.0,64.0,58.0,8.0,16.0,12.0,11.0,12.0,CAM,74.0,nan,nan
241095, N. Vlašić,22,https://cdn.sofifa.com/players/241/095/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,80,86,PFC CSKA Moscow,https://cdn.sofifa.com/teams/315/light_30.png,€20.5M,€47K,2014,Right,1.0,5.0,3.0,High/ Medium,Stocky (170-185),Yes,"<span class=""pos pos18"">CAM",8.0,"Jun 26, 2019",nan,2024,5'10,174lbs,71.0,74.0,65.0,80.0,66.0,85.0,66.0,58.0,77.0,79.0,82.0,83.0,78.0,78.0,88.0,77.0,55.0,80.0,69.0,81.0,68.0,26.0,77.0,81.0,66.0,77.0,nan,55.0,37.0,6.0,14.0,15.0,9.0,14.0,CAM,82.0,€36.9M,54.0
205083, F. Fajr,31,https://cdn.sofifa.com/players/205/083/20_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,75,75,Sivasspor,https://cdn.sofifa.com/teams/101041/light_30.png,€5.5M,€18K,2014,Right,2.0,4.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos11"">LDM",76.0,"Sep 14, 2020",nan,2022,5'10,157lbs,77.0,71.0,49.0,79.0,62.0,77.0,82.0,78.0,80.0,78.0,63.0,59.0,73.0,74.0,71.0,76.0,34.0,66.0,67.0,77.0,69.0,72.0,67.0,75.0,72.0,63.0,nan,69.0,68.0,15.0,12.0,14.0,15.0,6.0,CM,75.0,€11M,67.0
163209, 20 S. Naismith,32,https://cdn.sofifa.com/players/163/209/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,72,72,Heart of Midlothian,https://cdn.sofifa.com/teams/80/light_30.png,€2.5M,€8K,2013,Right,2.0,3.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos28"">SUB",14.0,"Aug 1, 2019",nan,2023,5'10,159lbs,66.0,72.0,74.0,69.0,69.0,67.0,72.0,50.0,69.0,71.0,65.0,64.0,73.0,72.0,71.0,74.0,87.0,78.0,76.0,66.0,86.0,67.0,74.0,79.0,70.0,81.0,nan,59.0,57.0,12.0,11.0,8.0,9.0,16.0,ST,72.0,€4.4M,60.0
232223, K. Tsimikas,24,https://cdn.sofifa.com/players/232/223/20_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,76,81,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,€9M,€55K,2013,Left,1.0,3.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",21.0,"Aug 10, 2020",nan,2025,5'10,150lbs,77.0,50.0,54.0,70.0,40.0,72.0,74.0,69.0,67.0,72.0,89.0,86.0,79.0,72.0,74.0,70.0,75.0,85.0,72.0,65.0,77.0,69.0,70.0,65.0,55.0,67.0,nan,73.0,71.0,8.0,12.0,8.0,13.0,10.0,LWB,77.0,€17.3M,70.0
204691, M. Pereyra,30,https://cdn.sofifa.com/players/204/691/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,76,76,Orlando City SC,https://cdn.sofifa.com/teams/112606/light_30.png,€7M,€9K,2013,Right,1.0,2.0,4.0,Medium/ Medium,Normal (170-),No,"<span class=""pos pos14"">CM",10.0,"Jul 30, 2019",nan,2020,5'7,139lbs,74.0,70.0,49.0,79.0,69.0,74.0,67.0,73.0,74.0,78.0,76.0,69.0,94.0,75.0,89.0,70.0,53.0,73.0,58.0,75.0,67.0,69.0,78.0,83.0,62.0,73.0,nan,63.0,55.0,16.0,13.0,14.0,12.0,7.0,CAM,77.0,€10.5M,35.0
254048, F. Waller,23,https://cdn.sofifa.com/players/254/048/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,75,81,U.N.A.M.,https://cdn.sofifa.com/teams/1881/light_30.png,€9M,€12K,2013,Left,1.0,2.0,3.0,High/ High,Lean (170-185),No,"<span class=""pos pos28"">SUB",12.0,"Mar 1, 2014",nan,2021,5'9,152lbs,72.0,68.0,58.0,75.0,52.0,77.0,84.0,80.0,74.0,76.0,84.0,81.0,83.0,70.0,78.0,81.0,62.0,72.0,60.0,80.0,55.0,65.0,70.0,70.0,53.0,74.0,nan,64.0,60.0,7.0,7.0,11.0,10.0,8.0,CAM,76.0,€17.1M,66.0
223061, F. Cervi,26,https://cdn.sofifa.com/players/223/061/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,78,79,SL Benfica,https://cdn.sofifa.com/teams/234/light_30.png,€12M,€16K,2013,Left,2.0,3.0,4.0,High/ High,Normal (170-),Yes,"<span class=""pos pos29"">RES",11.0,"Jan 4, 2016",nan,2023,5'5,137lbs,73.0,65.0,48.0,72.0,55.0,85.0,78.0,76.0,57.0,80.0,94.0,91.0,93.0,76.0,92.0,68.0,70.0,82.0,33.0,64.0,76.0,62.0,74.0,70.0,56.0,77.0,nan,59.0,55.0,12.0,8.0,9.0,11.0,10.0,LM,78.0,€24.9M,59.0
247204, Emerson,21,https://cdn.sofifa.com/players/247/204/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,78,88,Real Betis,https://cdn.sofifa.com/teams/449/light_30.png,€15M,€17K,2012,Right,1.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos3"">RB",22.0,"Jul 2, 2019",nan,2021,5'11,174lbs,75.0,57.0,68.0,77.0,44.0,72.0,73.0,47.0,65.0,73.0,79.0,80.0,74.0,75.0,69.0,77.0,78.0,79.0,74.0,62.0,79.0,72.0,71.0,61.0,48.0,65.0,nan,78.0,79.0,11.0,13.0,9.0,10.0,13.0,RB,78.0,€34.5M,70.0
195412, Moisés,32,https://cdn.sofifa.com/players/195/412/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,72,72,Shandong Luneng TaiShan FC,https://cdn.sofifa.com/teams/111724/light_30.png,€2.4M,€14K,2012,Left,1.0,3.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos21"">CF",10.0,"Jul 21, 2019",nan,2022,6'0,168lbs,62.0,74.0,69.0,73.0,63.0,72.0,65.0,74.0,72.0,73.0,65.0,72.0,58.0,69.0,71.0,78.0,74.0,68.0,76.0,77.0,69.0,67.0,70.0,74.0,69.0,72.0,nan,73.0,69.0,7.0,8.0,6.0,9.0,16.0,CM,72.0,€3.8M,70.0
194979, Tiago Pinto,32,https://cdn.sofifa.com/players/194/979/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,75,75,MKE Ankaragücü,https://cdn.sofifa.com/teams/101007/light_30.png,€4.1M,€23K,2012,Left,1.0,2.0,3.0,High/ High,Lean (170-185),No,"<span class=""pos pos7"">LB",8.0,"Jul 16, 2018",nan,2022,5'10,154lbs,69.0,48.0,64.0,72.0,49.0,75.0,68.0,69.0,72.0,75.0,83.0,77.0,79.0,73.0,77.0,76.0,75.0,82.0,64.0,73.0,63.0,70.0,67.0,69.0,51.0,74.0,nan,76.0,74.0,15.0,6.0,16.0,13.0,8.0,LB,75.0,€8.2M,64.0
225474, 20 Sidcley,26,https://cdn.sofifa.com/players/225/474/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,73,74,Dynamo Kyiv,https://cdn.sofifa.com/teams/101047/light_30.png,€4.7M,€1K,2012,Left,1.0,3.0,4.0,Medium/ Medium,Stocky (170-185),No,"<span class=""pos pos28"">SUB",17.0,"Jul 10, 2018",nan,2023,5'9,165lbs,63.0,63.0,58.0,74.0,48.0,80.0,69.0,52.0,71.0,75.0,78.0,81.0,79.0,68.0,83.0,69.0,71.0,72.0,71.0,69.0,67.0,77.0,68.0,69.0,59.0,68.0,nan,80.0,75.0,15.0,10.0,9.0,7.0,14.0,CDM,73.0,€10.7M,68.0
220018, A. Rebić,26,https://cdn.sofifa.com/players/220/018/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,79,80,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€15M,€48K,2012,Right,1.0,4.0,4.0,High/ Medium,Normal (185+),Yes,"<span class=""pos pos16"">LM",12.0,"Sep 12, 2020",nan,2025,6'1,172lbs,74.0,80.0,70.0,72.0,82.0,80.0,76.0,66.0,57.0,81.0,84.0,91.0,74.0,76.0,68.0,85.0,65.0,78.0,81.0,79.0,84.0,29.0,77.0,70.0,63.0,75.0,nan,50.0,25.0,13.0,15.0,12.0,13.0,14.0,ST,80.0,€26.6M,28.0
250, 13 D. Beckham,37,https://cdn.sofifa.com/players/000/250/13_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,78,78,,https://cdn.sofifa.com/flags/gb-eng.png,€0,€0,2012,Right,3.0,3.0,2.0,Medium/ Medium,Normal (170-185),Yes,nan,nan,nan,nan,nan,6'0,165lbs,82.0,62.0,41.0,82.0,68.0,66.0,94.0,89.0,87.0,83.0,54.0,62.0,58.0,80.0,64.0,79.0,59.0,81.0,70.0,83.0,81.0,57.0,72.0,87.0,70.0,nan,60.0,46.0,44.0,10.0,12.0,7.0,15.0,7.0,CM,77.0,nan,nan
241184, Junior Firpo,23,https://cdn.sofifa.com/players/241/184/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,85,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,€15.5M,€110K,2012,Left,1.0,3.0,3.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos28"">SUB",24.0,"Aug 4, 2019",nan,2024,6'0,172lbs,80.0,66.0,74.0,74.0,55.0,74.0,65.0,43.0,69.0,76.0,83.0,83.0,63.0,77.0,63.0,68.0,77.0,79.0,74.0,59.0,76.0,78.0,76.0,67.0,38.0,75.0,nan,77.0,77.0,7.0,7.0,7.0,14.0,14.0,LB,79.0,€34.9M,72.0
238067, N. Zaniolo,20,https://cdn.sofifa.com/players/238/067/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,86,Roma,https://cdn.sofifa.com/teams/52/light_30.png,€12.5M,€500,2011,Left,1.0,3.0,3.0,High/ Medium,PLAYER_BODY_TYPE_359,Yes,"<span class=""pos pos29"">RES",22.0,"Jul 1, 2018",nan,2024,6'3,174lbs,64.0,74.0,60.0,78.0,60.0,78.0,65.0,60.0,70.0,78.0,75.0,76.0,71.0,78.0,78.0,79.0,59.0,74.0,76.0,72.0,80.0,57.0,77.0,76.0,60.0,70.0,nan,64.0,60.0,8.0,11.0,11.0,13.0,5.0,CAM,78.0,€28.8M,64.0
214838, O. Opazo,29,https://cdn.sofifa.com/players/214/838/20_60.png,Chile,https://cdn.sofifa.com/flags/cl.png,76,76,Colo-Colo,https://cdn.sofifa.com/teams/110980/light_30.png,€6.5M,€9K,2011,Right,1.0,5.0,3.0,High/ Medium,Normal (170-),No,"<span class=""pos pos3"">RB",3.0,nan,nan,nan,5'7,159lbs,73.0,67.0,57.0,72.0,53.0,72.0,64.0,62.0,67.0,71.0,91.0,90.0,83.0,70.0,81.0,68.0,67.0,85.0,72.0,65.0,72.0,64.0,72.0,57.0,51.0,71.0,nan,67.0,80.0,14.0,11.0,9.0,9.0,7.0,RB,76.0,€9.1M,68.0
212678, L. Augustinsson,26,https://cdn.sofifa.com/players/212/678/20_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,76,77,SV Werder Bremen,https://cdn.sofifa.com/teams/38/light_30.png,€8M,€25K,2011,Left,1.0,2.0,3.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos7"">LB",5.0,"Jul 1, 2017",nan,2022,5'11,159lbs,79.0,55.0,56.0,74.0,56.0,73.0,75.0,70.0,75.0,75.0,75.0,63.0,75.0,72.0,72.0,69.0,69.0,88.0,65.0,59.0,67.0,72.0,65.0,73.0,62.0,74.0,nan,75.0,76.0,10.0,12.0,10.0,15.0,8.0,LB,76.0,€14.2M,71.0
193429, Douglas,29,https://cdn.sofifa.com/players/193/429/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,74,Beşiktaş JK,https://cdn.sofifa.com/teams/327/light_30.png,€4.6M,€47K,2011,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos3"">RB",5.0,"Jul 29, 2019",nan,2022,5'7,132lbs,76.0,59.0,49.0,75.0,56.0,79.0,76.0,56.0,69.0,70.0,77.0,83.0,78.0,71.0,90.0,78.0,75.0,64.0,57.0,67.0,69.0,64.0,66.0,60.0,59.0,65.0,nan,75.0,73.0,9.0,12.0,16.0,15.0,13.0,RB,74.0,€9.2M,75.0
190557, G. Zusi,33,https://cdn.sofifa.com/players/190/557/20_60.png,United States,https://cdn.sofifa.com/flags/us.png,70,70,Sporting Kansas City,https://cdn.sofifa.com/teams/696/light_30.png,€800K,€5K,2011,Right,1.0,4.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos3"">RB",8.0,"Jan 1, 2009",nan,2021,5'10,161lbs,74.0,60.0,58.0,75.0,70.0,71.0,80.0,72.0,73.0,69.0,63.0,62.0,63.0,66.0,78.0,80.0,64.0,82.0,68.0,71.0,65.0,66.0,71.0,74.0,73.0,74.0,nan,68.0,67.0,14.0,9.0,15.0,13.0,12.0,CM,72.0,€1.2M,65.0
201223, A. Acquah,28,https://cdn.sofifa.com/players/201/223/20_60.png,Ghana,https://cdn.sofifa.com/flags/gh.png,72,72,Yeni Malatyaspor,https://cdn.sofifa.com/teams/113259/light_30.png,€3.1M,€12K,2011,Right,1.0,2.0,3.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos11"">LDM",6.0,"Aug 25, 2019",nan,2021,5'10,154lbs,65.0,59.0,62.0,75.0,53.0,76.0,60.0,54.0,69.0,70.0,77.0,72.0,77.0,74.0,79.0,75.0,81.0,79.0,71.0,65.0,80.0,74.0,72.0,70.0,60.0,68.0,nan,77.0,77.0,11.0,5.0,10.0,6.0,7.0,CDM,74.0,€6.2M,69.0
